number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
499,超凡蜘蛛侠2 The Amazing Spider-Man 2,2014,['马克·韦布'],"['艾里克斯·库兹曼', '罗伯托·奥奇', '杰夫·皮克纳', '詹姆斯·范德比尔特', '斯坦·李', '史蒂夫·迪特寇']","['安德鲁·加菲尔德', '艾玛·斯通', '杰米·福克斯', '戴恩·德哈恩', '科鲁姆·费奥瑞', '菲丽希缇·琼斯', '保罗·吉亚玛提', '莎莉·菲尔德', '斯坦·李', '艾伯丝·戴维兹', '坎贝尔·斯科特', '马尔顿·索克斯', '路易斯·坎瑟米', '麦克斯·查尔斯', 'B·J·诺瓦克', '莎拉·加顿', '迈克尔·麦斯', '比尔·赫克', '泰迪·库卢卡', '艾迪·布莱恩特', '马克·多赫蒂', '詹姆斯·科尔比', '卡丽·科尔曼', '斯凯勒·吉桑多', '查理·迪皮尤', 'Robert Newman', '阿德里安·马丁斯', '詹姆斯·迈克尔·麦考利', 'Greg Connolly', '蒂摩西·亚当斯', '塔格·库克尔', '克莱姆·张', 'Dusan Hyska', 'Dario Barosso', '大卫·石', '丹尼尔·格罗尔', '史蒂文·豪克', '雷金纳德·巴恩斯', '克雷利·伯杰', '瑞克·博兰德', 'Sean Buttimer', '克里斯·库珀', 'Chris Cullen', '朱莉亚·戴维斯', '弗兰克·迪尔']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语,2014-05-04(中国大陆),142分钟, tt1872181,7.6
502,驯龙高手2 How to Train Your Dragon 2,2014,['迪恩·德布洛斯'],"['迪恩·德布洛斯', '葛蕾熙达·柯维尔']","['杰伊·巴鲁切尔', '凯特·布兰切特', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉', '乔纳·希尔', '克里斯托夫·梅兹-普莱瑟', 'T·J·米勒', '克里斯汀·韦格', '杰曼·翰苏', '基特·哈灵顿', '基隆·埃利奥特', '菲利普·麦格雷德', '安德鲁·埃布尔森', '吉迪恩·埃默里', '西蒙·卡斯安德斯', '兰迪·汤姆']","['动画', '奇幻', '冒险']", 美国, 英语,2014-08-14(中国大陆),102分钟, tt1646971,8.1
505,无敌破坏王2：大闹互联网 Ralph Breaks the Internet,2018,"['菲尔·约翰斯顿', '瑞奇·摩尔']","['菲尔·约翰斯顿', '帕米拉·里本', '瑞奇·摩尔', '吉姆·里尔顿', '乔西·特立尼达']","['约翰·C·赖利', '萨拉·西尔弗曼', '盖尔·加朵', '塔拉吉·P·汉森', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克', '阿尔弗雷德·莫里纳', '艾德·奥尼尔', '肖恩·吉布朗尼', '弗卢拉·博格', '蒂莫西·西蒙斯', '黄阿丽', '韩秘书·布雷克', '葛洛泽尔·格林', '瑞贝卡·薇索基', '山姆·理查森', '雅布其·杨-怀特', '莫里斯·拉马奇', '梅丽莎·维亚西诺尔', '凯蒂·洛斯', '贾米·埃曼', '霍拉提奥·桑斯', '亚历克斯·莫法特', '朱恩·斯奎布', '德拉·萨巴', '菲尔·约翰斯顿', '约翰·迪·马吉欧', '瑞奇·摩尔', '科琳·巴林杰', '达尼·费尔南德斯', '蒂芙妮·赫雷拉', '阿娜·奥缇兹', '迪安娜·阿格隆', '杰森·曼楚克斯', '雷蒙德·S·佩尔西', '伏霞', '罗杰·克莱格·史密斯', '蒂姆·艾伦', '布拉德·加内特', '安东尼·丹尼尔斯', '科里·伯顿', '范·迪塞尔', '维韦卡·波林', '迈克·吉亚奇诺', '凯文·迪特斯', '尼可·斯彻金格', '丹·雷诺斯', '艾琳·贝达', '克里斯汀·贝尔', '裘蒂·班森', '奥丽伊·卡瓦洛', '詹妮弗·黑尔', '凯特·希金斯', '琳达·拉金', '凯莉·麦克唐纳', '伊迪娜·门泽尔', '曼迪·摩尔', '佩吉·奥哈拉', '帕米拉·里本', '阿尼卡·诺尼·罗斯', '温明娜', '珍妮卡·贝尔格雷', '比尔·哈德尔']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,2018-11-23(中国大陆),112分钟, tt5848272,8.0
507,智取威虎山,2014,['徐克'],"['黄建新', '李杨', '徐克', '吴兵', '董哲', '林启安']","['张涵予', '梁家辉', '林更新', '余男', '佟丽娅', '韩庚', '陈晓', '谢苗', '吴旭东', '杜奕衡', '海一天', '张立', '释彦能', '孙蛟龙', '程思寒', '元武', '肖轶', '王尧', '杨一威', '苏翊鸣']","['剧情', '动作', '战争', '冒险']", 中国大陆 / 中国香港, 汉语普通话 / 英语,2014-12-23(中国大陆),143分钟, tt3950078,7.7
515,沉睡魔咒2 Maleficent: Mistress of Evil,2019,['乔阿吉姆·罗恩尼'],"['迈卡·费兹曼-布卢', '诺亚·哈普斯特', '琳达·伍尔芙顿']","['安吉丽娜·朱莉', '艾丽·范宁', '米歇尔·菲佛', '萨姆·赖利', '哈里斯·迪金森', '艾德·斯克林', '切瓦特·埃加福', '朱诺·坦普尔', '艾美达·斯丹顿', '加绘·亚历山大', '莱丝利·曼维尔', '弗莱迪·怀斯', '詹·穆瑞', '石原贵雅', '大卫·吉亚西', '罗伯特·林德森', '朱迪斯·沙克妮', '伯纳多·桑托斯', '萨克·霍兰', '巴里·艾尔德', '耶斯·利奥丹', '拉塞尔·巴洛格', '拉亚·坎普贝尔', '斯嘉丽·格兰特', '汤姆·伯宁顿', '阿克塞尔·努', '特蕾莎·马奥尼', '约翰·卡鲁']","['奇幻', '冒险']", 美国 / 英国, 英语,2019-10-18(美国/中国大陆),119分钟, tt4777008,5.9
522,碟中谍4 Mission: Impossible - Ghost Protocol,2011,['布拉德·伯德'],"['布鲁斯·盖勒', '乔什·阿佩尔鲍姆', '安德烈·内梅克', '斯蒂文·泽里安', '大卫·凯普']","['汤姆·克鲁斯', '杰瑞米·雷纳', '西蒙·佩吉', '宝拉·巴顿', '蕾雅·赛杜', '迈克尔·恩奎斯特', '弗拉基米尔·马什科夫', '萨穆里·埃德尔曼', '伊万·舍甫多夫', '亚尼·卡普', '乔什·哈洛威', '帕维尔·克里兹', '米拉吉·格尔比克', '伊利亚·沃里克', '戈兰·纳沃耶克', '拉迪斯拉夫·伯兰', 'Tomás Valík', '兰迪·霍尔', '维塔利·克拉夫琴科', '麦克·多普德', '马丁·哈伯', 'Ivo Novák', 'Marek Dobes', '克劳迪娅·瓦西科娃', '布莱恩·卡斯佩', '佩特拉·卢斯提戈瓦', '艾普尔·斯图瓦特', '安德雷斯·魏斯涅夫斯基', '迪米特里·柴波维特斯基', '道恩·楚拜', '凯斯·达拉斯', 'Tammy Hui', '大卫·斯图尔特', 'Sabrina Morris', '杰西卡·贝尔金', '斯蒂芬·罗波', '米歇尔·莫纳汉', '阿里·奥洛米', '文·瑞姆斯', '米哈利·绍鲍多什', '汤姆·威尔金森']","['动作', '惊悚', '冒险']", 美国, 英语 / 俄语 / 法语 / 阿拉伯语 / 瑞典语,2012-01-28(中国大陆),133分钟,"
        ",8.3
524,流感 감기,2013,['金成洙'],"['李英重', '金成洙']","['张赫', '秀爱', '朴敏荷', '柳海真', '李熙俊', '金基贤', '李相烨', '朴孝朱', '朴正民', '崔秉默', '车仁表', '马东锡']","['剧情', '动作', '冒险']", 韩国, 韩语 / 英语 / 菲律宾语,2013-08-14(韩国),121分钟, tt2351310,7.8
530,碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,2015,['克里斯托弗·麦奎里'],"['克里斯托弗·麦奎里', '德鲁·皮尔斯', '布鲁斯·盖勒']","['汤姆·克鲁斯', '杰瑞米·雷纳', '丽贝卡·弗格森', '西蒙·佩吉', '文·瑞姆斯', '西恩·哈里斯', '西蒙·迈克伯尼', '汤姆·霍兰德', '延斯·赫尔腾', '亚历克·鲍德温', '张静初', '马特罗·鲁菲诺', '费尔南多·阿巴迪', '亚历克·乌特戈夫', '赫敏·科菲尔德', '奈吉尔·巴伯', 'William Roberts', '巴纳巴斯·雷蒂', '罗伯特‧马瑟', '沃尔夫冈·施特格曼', '阿美莉嘉·奥利沃', '斯特拉·斯托克尔', '劳伦斯·鲁波', '沃尔夫冈·塞尔尼', '鲁珀特·威克姆', '彼得·斯塔克', '雷切尔·汉德肖', '肖恩·克罗宁', '亚森·阿图', '明格斯·约翰斯顿', '奥赛·伊克希尔', '奈杰尔·艾伦', 'Femi Ogunbanjo', 'Thomas Anton', '拉斯科·阿特金斯', '查尔斯·巴巴洛拉', '理查德·班克斯', '劳拉·伯纳德斯基', '埃里克·可可', '贝恩·科拉科']","['动作', '惊悚', '冒险']", 美国 / 中国大陆 / 中国香港 / 奥地利 / 英国 / 摩洛哥, 英语 / 瑞典语 / 德语,2015-09-08(中国大陆),131分钟, tt2381249,7.8
532,王牌特工2：黄金圈 Kingsman: The Golden Circle,2017,['马修·沃恩'],"['简·古德曼', '马修·沃恩', '马克·米勒', '戴夫·吉布森']","['塔伦·埃哲顿', '科林·费尔斯', '马克·斯特朗', '朱丽安·摩尔', '埃尔顿·约翰', '爱德华·霍尔克罗夫特', '哈莉·贝瑞', '佩德罗·帕斯卡', '查宁·塔图姆', '杰夫·布里吉斯', '迈克尔·刚本', '索菲·库克森', '汉娜·奥斯特罗姆', '比约恩·格拉纳特', '莱娜·恩卓', '波比·迪瓦伊', '汤姆·本尼迪克·奈特', '托马斯·图尔格斯', '基思·艾伦', '艾米丽·沃森', '布鲁斯·格林伍德', '戈登·亚历山大', '马丁·福特', '明格斯·约翰斯顿']","['喜剧', '动作', '冒险']", 英国 / 美国, 英语 / 意大利语 / 瑞典语,2017-10-20(中国大陆),141分钟, tt4649466,6.8
546,蜘蛛侠2 Spider-Man 2,2004,['山姆·雷米'],"['斯坦·李', '史蒂夫·迪特寇', '艾尔弗雷德·高福', '迈尔斯·米勒', '迈克尔·夏邦', '阿尔文·萨金特']","['托比·马奎尔', '克斯汀·邓斯特', '詹姆斯·弗兰科', '阿尔弗雷德·莫里纳', '罗斯玛丽·哈里斯', 'J·K·西蒙斯', '唐纳·墨菲', '丹尼尔·吉里斯', '迪伦·贝克', '比尔·努恩', '范妮莎·费丽托', '阿西夫·曼德维', '威廉·达福', '克里夫·罗伯逊', '泰德·雷米', '布鲁斯·坎贝尔']","['动作', '科幻', '冒险']", 美国, 英语 / 俄语 / 汉语普通话,2004-08-05(中国大陆),127分钟, tt0316654,7.8
552,神奇女侠1984 Wonder Woman 1984,2020,['派蒂·杰金斯'],"['派蒂·杰金斯', '乔夫·琼斯', '戴夫·卡拉汉姆']","['盖尔·加朵', '克里斯·派恩', '克里斯汀·韦格', '佩德罗·帕斯卡', '康妮·尼尔森', '罗宾·怀特', '莉莉·阿斯佩尔', '加布瑞拉·王尔德', '杜晨·科洛斯', '琳达·卡特', '克里斯托弗·普拉哈', '里昂·贝克维思', '拉维·帕特尔', '娜塔莎·罗斯韦尔', '泰莎·波纳姆·琼斯', '艾拉·沃克', '游朝敏', '谢恩·阿特沃尔', '艾德·伯奇', '帕特里克·利斯特', '奥克莉·布尔', '科莎·恩格勒', '小田部阿基', '康斯坦丁·格雷戈里', '文森·德·保罗', '朱利安·费罗', '罗莎娜·沃尔斯', '丹尼·摩根', '克里斯·西尔科克', '伯纳多·桑托斯', '菲利普·菲尔玛', '尼克·欧文福特', '乔尔·莫里斯', '贾格·帕特尔', '温迪·阿尔比斯顿', '马诺伊·阿南德', '约翰·盖蒂尔', '佩内洛普·卡普迪雅', '莎拉·卢娜']","['动作', '奇幻', '冒险']", 美国 / 英国 / 西班牙, 英语,2020-12-18(中国大陆),151分钟, tt7126948,6.1
560,007：幽灵党 Spectre,2015,['萨姆·门德斯'],"['约翰·洛根', '尼尔·珀维斯', '罗伯特·韦德', '杰斯·巴特沃斯', '伊恩·弗莱明']","['丹尼尔·克雷格', '克里斯托弗·瓦尔兹', '蕾雅·赛杜', '本·卫肖', '娜奥米·哈里斯', '戴夫·巴蒂斯塔', '莫妮卡·贝鲁奇', '拉尔夫·费因斯', '斯黛芬妮·西格曼', '安德鲁·斯科特', '罗里·金尼尔', '内芙·加切夫', '加斯帕·克里斯滕森', '丹尼尔·斯蒂森', '丹尼尔·韦斯特伍德', '拉斯科·阿特金斯']","['动作', '惊悚', '冒险']", 英国 / 美国 / 奥地利 / 墨西哥 / 意大利 / 摩洛哥, 英语 / 西班牙语 / 意大利语 / 德语 / 法语,2015-11-13(中国大陆),148分钟, tt2379713,6.5
567,侏罗纪公园 Jurassic Park,1993,['史蒂文·斯皮尔伯格'],"['迈克尔·克莱顿', '大卫·凯普']","['山姆·尼尔', '劳拉·邓恩', '杰夫·高布伦', '理查德·阿滕伯勒', '鲍勃·佩克', '马丁·费雷罗', '约瑟夫·梅泽罗', '阿丽亚娜·理查兹', '塞缪尔·杰克逊', '黄荣亮', '韦恩·奈特', '杰拉尔德·R·莫伦', '米盖尔·桑多瓦尔']","['科幻', '惊悚', '冒险']", 美国, 英语 / 西班牙语,2013-08-20(中国大陆 3D),127 分钟, tt0107290,8.2
579,黑寡妇 Black Widow,2021,['凯特·绍特兰'],"['雅克·舍费尔', '内德·本森', '埃里克·皮尔森', '斯坦·李', '唐·赫克', '唐·里科']","['斯嘉丽·约翰逊', '弗洛伦丝·皮尤', '蕾切尔·薇兹', '大卫·哈伯', '艾尔·安德森', '维奥莱特·麦格劳', '欧嘉·柯瑞兰寇', 'O·T·法格本', '威廉·赫特', '雷·温斯顿', '赖恩·基拉·阿姆斯特朗', '米歇尔·李', '拉娜·布隆代尔', 'Claudia Heinz', '露西·詹·穆雷', '乔治亚·柯蒂斯', '约恩·巴特勒', '库尔特·岳', '奥利维尔·里希特斯', '安得烈·拜伦', '卡利·内勒', '罗伯特·普拉尔戈', '贾辛特·布兰肯希普', '乔希·亨利', '阿里娅·布鲁克斯', '泰·赫尔利', '马里安·洛伦西克', '茱莉亚·路易斯-德瑞弗斯', '亚当·普里克特', '史蒂芬·萨姆森', '乔基姆·斯卡利', '利亚尼·塞缪尔', '西蒙娜·齐夫科夫斯卡', '刘易斯·扬']","['动作', '科幻', '冒险']", 美国, 英语 / 俄语 / 挪威语 / 匈牙利语 / 马其顿语 / 芬兰语,2021-07-07(中国香港),133分钟, tt3480822,6.2
583,怪兽大学 Monsters University,2013,['丹·斯坎隆'],"['罗伯特·L·贝尔德', '丹尼尔·吉尔森', '丹·斯坎隆']","['比利·克里斯托', '约翰·古德曼', '史蒂夫·布西密', '海伦·米伦', '彼得·孙', '乔尔·默里', '西恩·海耶斯', '大卫·弗利', '查理·戴', '阿尔弗雷德·莫里纳', '泰勒·莱伯恩', '内森·菲利安', '奥布瑞·普拉扎', '贝丝·比厄', '鲍比·莫尼汉', '朱丽亚·斯维尼']","['喜剧', '动画', '冒险']", 美国, 英语,2013-08-23(中国大陆),104分钟,"
        ",8.3
588,正义联盟 Justice League,2017,['扎克·施奈德'],"['扎克·施奈德', '克里斯·特里奥', '乔斯·韦登', '比尔·芬格', '鲍勃·凯恩', '乔·舒斯特', '杰里·西格尔', '威廉·马斯顿']","['本·阿弗莱克', '亨利·卡维尔', '盖尔·加朵', '埃兹拉·米勒', '杰森·莫玛', '雷·费舍尔', '杰瑞米·艾恩斯', '艾米·亚当斯', '戴安·琳恩', '康妮·尼尔森', 'J·K·西蒙斯', '塞伦·希德', '艾梅柏·希尔德', '乔·莫顿', '丽莎·洛文·孔斯利', '英格瓦·埃盖特·西古德松', '大卫·休里斯', '赛吉·康斯坦斯', '朱利安·刘易斯·琼斯', '奥古斯塔·艾娃·艾伦德斯杜提尔', '迈克尔·麦克埃尔哈顿', '约翰·达格尔什', '拉腊·德坎罗', '理查德·克里弗特', '寇布勒·霍尔德布鲁克-史密斯', '弗朗西斯·麦基', '杜晨·科洛斯', '布鲁克·恩斯', '安·奥戈博莫', '萨曼莎·乔', '马克·麦克卢尔', '吉安皮罗·科格诺利', '杰罗姆·普拉顿', '奥赖恩·李', '奥利弗·加茨', '奥利弗·鲍威尔', '奥萝尔·劳泽瑞尔', '罗莎·埃斯科达', '杨荣凯', '布鲁斯·约翰逊', '托米·梅', '丹·莫什', 'Leila Reid', '凯莉·波尔克', '加里·A·赫克', '克莱尔·阿什顿', '萨姆·本杰明']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语 / 冰岛语 / 俄语,2017-11-17(美国/中国大陆),120分钟, tt0974015,6.3
593,哪吒闹海,1979,"['王树忱', '严定宪', '徐景达']",['王树忱'],"['梁正晖', '邱岳峰', '毕克', '富润生', '尚华', '于鼎']","['动画', '奇幻', '冒险']", 中国大陆, 汉语普通话,1979-05-19(中国大陆),65分钟, tt0354770,9.1
594,疯狂的赛车,2009,['宁浩'],"['崔斯韦', '邢爱娜', '王红卫', '王要', '周智勇', '岳小军', '张承']","['黄渤', '戎祥', '九孔', '徐峥', '王双宝', '巴多', '董立范', '高捷', '马少骅', '王迅', '刘刚', 'Worapoj Thuantanon', '赵奔', '李麒麟', '姜志刚', '王鹭', '宁浩']","['喜剧', '动作', '冒险']", 中国大陆, 汉语普通话 / 青岛话 / 闽南语 / 陕西话 / 武汉话 / 四川话,2009-01-20(中国大陆),104分钟, tt0851515,8.3
601,我是传奇 I Am Legend,2007,['弗朗西斯·劳伦斯'],"['马克·波托塞维奇', '阿齐瓦·高斯曼', '理查德·麦瑟森', '约翰·威廉·科林顿', '乔伊斯·胡珀·科林顿']","['威尔·史密斯', '艾莉丝·布拉加', '查理·塔汉', '莎莉·理查德森', '薇洛·史密斯', '艾普尔·格雷斯', '达什·米霍克', 'Abbey', 'Kona', '詹姆斯·迈克尔·麦考利', '马琳·爱尔兰', 'Calista Hill', '加布里埃拉希尔', 'Madeline Hill', '亚历山大·蒂珀希亚', '帕特·弗雷利', '凯特林·麦克休', '麦克·帕顿', 'Vince Cupone', '利娜·戴维斯', 'John Grady', '里德凯利', '考特尼·芒奇', '奥奎·奥克波克瓦西里', 'Hannah Sim', '艾瑞克·斯皮尔', '马克·斯达格', '乔纳森·查尔斯', '凯蒂·柯丽克', 'Gustavo Cunha', '安·克莉', 'Arthur Fridman', '洛根·弗莱', 'Theresa Galeani', '丹格里芬', 'Jim Haggerty', '马特·劳厄尔', 'Sal Lizard', 'Jay McCarey', 'Sean McGillen', 'Don Money']","['剧情', '动作', '惊悚', '冒险']", 美国, 英语,2007-12-14(美国),101分钟, tt0480249,8.1
619,蜘蛛侠3 Spider-Man 3,2007,['山姆·雷米'],"['山姆·雷米', '伊万·莱米', '阿尔文·萨金特', '斯坦·李', '史蒂夫·迪特寇']","['托比·马奎尔', '克斯汀·邓斯特', '詹姆斯·弗兰科', '托马斯·哈登·丘奇', '托弗·戈瑞斯', '布莱丝·达拉斯·霍华德', '罗斯玛丽·哈里斯', 'J·K·西蒙斯', '詹姆斯·克伦威尔', '泰莉莎·拉塞尔', '迪伦·贝克', '比尔·努恩', '布鲁斯·坎贝尔', '伊丽莎白·班克斯', '泰德·雷米']","['动作', '科幻', '冒险']", 美国, 英语,2007-05-01(中国大陆),139分钟, tt0413300,7.6
622,玩具总动员2 Toy Story 2,1999,"['约翰·拉塞特', '艾什·布兰农', '李·昂克里奇']","['约翰·拉塞特', '彼特·道格特', '艾什·布兰农', '安德鲁·斯坦顿', '萧丽塔', '道格·钱伯林', '克里斯·韦伯']","['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '凯尔希·格兰莫', '唐·里克斯', '吉姆·法尼', '华莱士·肖恩', '约翰·拉岑贝格', '安妮·波茨', '韦恩·奈特', '约翰·莫里斯', '劳里·梅特卡夫', '爱丝黛儿·哈里斯', '李·厄米', '裘蒂·班森']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,1999-11-24(美国),92分钟, tt0120363,8.4
627,博物馆奇妙夜 Night at the Museum,2006,['肖恩·利维'],"['罗伯特·本·加兰特', '托马斯·列农', '米兰·崔克']","['本·斯蒂勒', '欧文·威尔逊', '罗宾·威廉姆斯', '迪克·范·戴克', '米基·鲁尼', '比尔·考布斯', '杰克·切里', '瑞奇·热维斯', '基姆·瑞弗', '派崔克·盖勒']","['喜剧', '动作', '家庭', '奇幻', '冒险']", 美国 / 英国, 英语 / 意大利语 / 希伯来语 / 匈奴语 / 阿拉伯语,2007-02-14(中国大陆),108分钟, tt0477347,7.6
629,普罗米修斯 Prometheus,2012,['雷德利·斯科特'],"['达蒙·林德洛夫', '乔·斯派茨']","['劳米·拉佩斯', '迈克尔·法斯宾德', '查理兹·塞隆', '伊德里斯·艾尔巴', '盖·皮尔斯', '罗根·马歇尔-格林', '西恩·哈里斯', '拉菲·斯波', '埃蒙·埃利奥特', '本尼迪克特·王', '凯特·迪基', '帕特里克·威尔森', '露西·哈钦森']","['科幻', '惊悚', '冒险']", 美国 / 英国, 英语 / 苏格兰盖尔语,2012-09-02(中国大陆),124分钟(美国),"
        ",7.5
637,阿拉丁 Aladdin,2019,['盖·里奇'],"['盖·里奇', '约翰·奥古斯特']","['梅纳·玛索德', '娜奥米·斯科特', '威尔·史密斯', '马尔万·肯扎里', '纳维德·内加班', '纽曼·阿卡', '艾伦·图代克', '比利·马格努森', '纳西姆·帕杜雷德', '卡米尔·雷米泽斯基', '乔伊·安沙', '贾格·帕特尔', '贝恩·科拉科', '凯西·克莱尔', '威尔·布拉格罗夫', '希滕·珀泰尔', '阿米尔·鲍特罗斯', '埃里克·可可', '弗兰·塔格', '阿玛尔·阿达蒂亚', '乔丹·A·纳什', '通恰伊·古奈什', '塞尔哈特·梅汀', '凯文·马塔迪恩', '保利娜·博内瓦', '塔希尔·布尔汉', '亚当·柯林斯']","['爱情', '歌舞', '奇幻', '冒险']", 美国, 英语,2019-05-24(美国/中国大陆),128分钟, tt6139732,7.4
